line,season,direction,train_number,station_order,station,time,valid_from,valid_to,service_code
E,hiver_2025_2026,Tunis→Bougatfa,469,7,Bougatfa,13:35,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,471,1,Tunis,13:25,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,471,2,Sayda Manoubia,13:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,471,3,Ennajeh,13:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,471,4,Etayaran,13:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,471,5,Ezzouhour 2,13:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,471,6,El Hrayria,13:38,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,471,7,Bougatfa,13:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,473,1,Tunis,13:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,473,2,Sayda Manoubia,13:44,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,473,3,Ennajeh,13:46,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,473,4,Etayaran,13:49,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,473,5,Ezzouhour 2,13:51,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,473,6,El Hrayria,13:53,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,473,7,Bougatfa,13:55,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,475,1,Tunis,14:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,475,2,Sayda Manoubia,14:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,475,3,Ennajeh,14:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,475,4,Etayaran,14:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,475,5,Ezzouhour 2,14:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,475,6,El Hrayria,14:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,475,7,Bougatfa,14:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,477,1,Tunis,14:20,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,477,2,Sayda Manoubia,14:24,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,477,3,Ennajeh,14:26,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,477,4,Etayaran,14:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,477,5,Ezzouhour 2,14:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,477,6,El Hrayria,14:33,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,477,7,Bougatfa,14:35,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,479,1,Tunis,14:30,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,479,2,Sayda Manoubia,14:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,479,3,Ennajeh,14:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,479,4,Etayaran,14:39,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,479,5,Ezzouhour 2,14:41,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,479,6,El Hrayria,14:43,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,479,7,Bougatfa,14:45,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,481,1,Tunis,14:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,481,2,Sayda Manoubia,14:44,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,481,3,Ennajeh,14:46,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,481,4,Etayaran,14:49,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,481,5,Ezzouhour 2,14:51,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,481,6,El Hrayria,14:53,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,481,7,Bougatfa,14:55,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,483,1,Tunis,15:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,483,2,Sayda Manoubia,15:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,483,3,Ennajeh,15:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,483,4,Etayaran,15:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,483,5,Ezzouhour 2,15:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,483,6,El Hrayria,15:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,483,7,Bougatfa,15:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,485,1,Tunis,15:20,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,485,2,Sayda Manoubia,15:24,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,485,3,Ennajeh,15:26,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,485,4,Etayaran,15:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,485,5,Ezzouhour 2,15:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,485,6,El Hrayria,15:33,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,485,7,Bougatfa,15:35,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,487,1,Tunis,15:25,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,487,2,Sayda Manoubia,15:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,487,3,Ennajeh,15:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,487,4,Etayaran,15:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,487,5,Ezzouhour 2,15:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,487,6,El Hrayria,15:38,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,487,7,Bougatfa,15:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,489,1,Tunis,15:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,489,2,Sayda Manoubia,15:44,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,489,3,Ennajeh,15:46,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,489,4,Etayaran,15:49,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,489,5,Ezzouhour 2,15:51,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,489,6,El Hrayria,15:53,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,489,7,Bougatfa,15:55,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,491,1,Tunis,16:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,491,2,Sayda Manoubia,16:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,491,3,Ennajeh,16:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,491,4,Etayaran,16:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,491,5,Ezzouhour 2,16:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,491,6,El Hrayria,16:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,491,7,Bougatfa,16:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,493,1,Tunis,16:20,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,493,2,Sayda Manoubia,16:24,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,493,3,Ennajeh,16:26,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,493,4,Etayaran,16:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,493,5,Ezzouhour 2,16:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,493,6,El Hrayria,16:33,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,493,7,Bougatfa,16:35,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,495,1,Tunis,16:30,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,495,2,Sayda Manoubia,16:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,495,3,Ennajeh,16:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,495,4,Etayaran,16:39,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,495,5,Ezzouhour 2,16:41,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,495,6,El Hrayria,16:43,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,495,7,Bougatfa,16:45,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,497,1,Tunis,16:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,497,2,Sayda Manoubia,16:44,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,497,3,Ennajeh,16:46,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,497,4,Etayaran,16:49,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,497,5,Ezzouhour 2,16:51,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,497,6,El Hrayria,16:53,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,497,7,Bougatfa,16:55,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,499,1,Tunis,17:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,499,2,Sayda Manoubia,17:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,499,3,Ennajeh,17:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,499,4,Etayaran,17:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,499,5,Ezzouhour 2,17:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,499,6,El Hrayria,17:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,499,7,Bougatfa,17:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,501,1,Tunis,17:20,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,501,2,Sayda Manoubia,17:24,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,501,3,Ennajeh,17:26,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,501,4,Etayaran,17:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,501,5,Ezzouhour 2,17:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,501,6,El Hrayria,17:33,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,501,7,Bougatfa,17:35,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,503,1,Tunis,17:25,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,503,2,Sayda Manoubia,17:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,503,3,Ennajeh,17:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,503,4,Etayaran,17:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,503,5,Ezzouhour 2,17:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,503,6,El Hrayria,17:38,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,503,7,Bougatfa,17:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,505,1,Tunis,17:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,505,2,Sayda Manoubia,17:44,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,505,3,Ennajeh,17:46,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,505,4,Etayaran,17:49,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,505,5,Ezzouhour 2,17:51,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,505,6,El Hrayria,17:53,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,505,7,Bougatfa,17:55,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,507,1,Tunis,18:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,507,2,Sayda Manoubia,18:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,507,3,Ennajeh,18:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,507,4,Etayaran,18:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,507,5,Ezzouhour 2,18:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,507,6,El Hrayria,18:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,507,7,Bougatfa,18:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,509,1,Tunis,18:30,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,509,2,Sayda Manoubia,18:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,509,3,Ennajeh,18:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,509,4,Etayaran,18:39,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,509,5,Ezzouhour 2,18:41,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,509,6,El Hrayria,18:43,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,509,7,Bougatfa,18:45,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,511,1,Tunis,19:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,511,2,Sayda Manoubia,19:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,511,3,Ennajeh,19:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,511,4,Etayaran,19:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,511,5,Ezzouhour 2,19:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,511,6,El Hrayria,19:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,511,7,Bougatfa,19:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,513,1,Tunis,19:30,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,513,2,Sayda Manoubia,19:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,513,3,Ennajeh,19:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,513,4,Etayaran,19:39,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,513,5,Ezzouhour 2,19:41,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,513,6,El Hrayria,19:43,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,513,7,Bougatfa,19:45,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,515,1,Tunis,20:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,515,2,Sayda Manoubia,20:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,515,3,Ennajeh,20:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,515,4,Etayaran,20:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,515,5,Ezzouhour 2,20:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,515,6,El Hrayria,20:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,515,7,Bougatfa,20:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,517,1,Tunis,20:30,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,517,2,Sayda Manoubia,20:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,517,3,Ennajeh,20:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,517,4,Etayaran,20:39,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,517,5,Ezzouhour 2,20:41,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,517,6,El Hrayria,20:43,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,517,7,Bougatfa,20:45,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,519,1,Tunis,21:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,519,2,Sayda Manoubia,21:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,519,3,Ennajeh,21:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,519,4,Etayaran,21:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,519,5,Ezzouhour 2,21:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,519,6,El Hrayria,21:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,519,7,Bougatfa,21:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,521,1,Tunis,21:30,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,521,2,Sayda Manoubia,21:34,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,521,3,Ennajeh,21:36,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,521,4,Etayaran,21:39,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,521,5,Ezzouhour 2,21:41,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,521,6,El Hrayria,21:43,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,521,7,Bougatfa,21:45,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,523,1,Tunis,22:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,523,2,Sayda Manoubia,22:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,523,3,Ennajeh,22:06,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,523,4,Etayaran,22:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,523,5,Ezzouhour 2,22:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,523,6,El Hrayria,22:13,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Tunis→Bougatfa,523,7,Bougatfa,22:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,402,1,Bougatfa,05:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,402,2,El Hrayria,05:02,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,402,3,Ezzouhour 2,05:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,402,4,Etayaran,05:07,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,402,5,Ennajeh,05:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,402,6,Sayda Manoubia,05:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,402,7,Tunis,05:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,404,1,Bougatfa,05:20,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,404,2,El Hrayria,05:22,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,404,3,Ezzouhour 2,05:24,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,404,4,Etayaran,05:27,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,404,5,Ennajeh,05:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,404,6,Sayda Manoubia,05:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,404,7,Tunis,05:35,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,406,1,Bougatfa,05:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,406,2,El Hrayria,05:42,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,406,3,Ezzouhour 2,05:44,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,406,4,Etayaran,05:47,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,406,5,Ennajeh,05:49,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,406,6,Sayda Manoubia,05:51,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,406,7,Tunis,05:55,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,408,1,Bougatfa,05:50,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,408,2,El Hrayria,05:52,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,408,3,Ezzouhour 2,05:54,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,408,4,Etayaran,05:57,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,408,5,Ennajeh,05:59,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,408,6,Sayda Manoubia,06:01,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,408,7,Tunis,06:05,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,410,1,Bougatfa,06:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,410,2,El Hrayria,06:02,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,410,3,Ezzouhour 2,06:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,410,4,Etayaran,06:07,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,410,5,Ennajeh,06:09,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,410,6,Sayda Manoubia,06:11,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,410,7,Tunis,06:15,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,412,1,Bougatfa,06:20,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,412,2,El Hrayria,06:22,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,412,3,Ezzouhour 2,06:24,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,412,4,Etayaran,06:27,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,412,5,Ennajeh,06:29,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,412,6,Sayda Manoubia,06:31,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,412,7,Tunis,06:35,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,414,1,Bougatfa,06:40,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,414,2,El Hrayria,06:42,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,414,3,Ezzouhour 2,06:44,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,414,4,Etayaran,06:47,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,414,5,Ennajeh,06:49,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,414,6,Sayda Manoubia,06:51,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,414,7,Tunis,06:55,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,416,1,Bougatfa,06:50,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,416,2,El Hrayria,06:52,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,416,3,Ezzouhour 2,06:54,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,416,4,Etayaran,06:57,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,416,5,Ennajeh,06:59,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,416,6,Sayda Manoubia,07:01,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,416,7,Tunis,07:05,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,418,1,Bougatfa,07:00,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,418,2,El Hrayria,07:02,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,418,3,Ezzouhour 2,07:04,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,418,4,Etayaran,07:07,2025-09-01,2026-06-30,all
E,hiver_2025_2026,Bougatfa→Tunis,418,5,Ennajeh,07:09,2025-09-01,2026-06-30,all
